0.306809, 0.255037, 0.203476, 0.170551
0.314171, 0.260114, 0.204121, 0.176194
0.274398, 0.241873, 0.201428, 0.129583
0.356659, 0.300793, 0.248425, 0.191649
0.397532, 0.359906, 0.307279, 0.168816
0.332654, 0.273681, 0.205766, 0.189096
0.352184, 0.290291, 0.220065, 0.199410
0.339238, 0.289769, 0.225438, 0.176397
0.414258, 0.394463, 0.366618, 0.126526
0.278781, 0.242314, 0.215010, 0.137851
0.336119, 0.272439, 0.201522, 0.196858
0.310110, 0.290059, 0.274721, 0.109698
0.110912, 0.052936, 0.032510, 0.097464
0.236365, 0.212914, 0.192178, 0.102647
0.365118, 0.340148, 0.316627, 0.132706
0.223155, 0.177978, 0.131336, 0.134617
0.422991, 0.380740, 0.327832, 0.184278
0.461338, 0.435555, 0.393333, 0.152069
0.175486, 0.156997, 0.144683, 0.078405
0.308259, 0.241259, 0.177409, 0.191879
0.322826, 0.264130, 0.198074, 0.185612
0.515557, 0.456206, 0.381599, 0.240158


