10: 0.014409, 0.012507, 0.011169, 0.007155
11: 0.013917, 0.012065, 0.010989, 0.006937
12: 0.015028, 0.013120, 0.011864, 0.007327
13: 0.015252, 0.012944, 0.011217, 0.008068
14: 0.015979, 0.013849, 0.012682, 0.007970
15: 0.015249, 0.013138, 0.012066, 0.007741
16: 0.014100, 0.012166, 0.010974, 0.007128
17: 0.013552, 0.011695, 0.010437, 0.006848
18: 0.014324, 0.012421, 0.010882, 0.007134
19: 0.015954, 0.013467, 0.011947, 0.008554
1: 0.014491, 0.012521, 0.011329, 0.007295
20: 0.014456, 0.012510, 0.011343, 0.007243
21: 0.015144, 0.013002, 0.011597, 0.007766
22: 0.015024, 0.013020, 0.011570, 0.007498
23: 0.015936, 0.013660, 0.012323, 0.008208
24: 0.014846, 0.012948, 0.011880, 0.007263
25: 0.014644, 0.012832, 0.011918, 0.007057
2: 0.014018, 0.012014, 0.010323, 0.007223
3: 0.014869, 0.012661, 0.011217, 0.007797
4: 0.014025, 0.012137, 0.010911, 0.007029
5: 0.014952, 0.012783, 0.011110, 0.007756
6: 0.014106, 0.012090, 0.010708, 0.007268
7: 0.014882, 0.013073, 0.011980, 0.007111
8: 0.015950, 0.013708, 0.011962, 0.008153
9: 0.014810, 0.012754, 0.011251, 0.007529
