10: 0.024305, 0.021544, 0.020619, 0.011253
11: 0.025354, 0.022497, 0.020837, 0.011692
12: 0.023878, 0.020940, 0.019286, 0.011475
13: 0.023844, 0.021066, 0.019642, 0.011169
14: 0.025381, 0.022128, 0.020569, 0.012433
15: 0.026855, 0.023434, 0.021344, 0.013116
16: 0.023692, 0.020567, 0.018096, 0.011759
17: 0.023763, 0.020476, 0.017979, 0.012058
18: 0.029056, 0.025036, 0.022120, 0.014746
19: 0.023678, 0.020812, 0.018773, 0.011293
1: 0.023054, 0.020110, 0.017914, 0.011271
20: 0.026032, 0.021924, 0.019021, 0.014035
21: 0.023846, 0.020922, 0.019075, 0.011442
22: 0.022446, 0.019592, 0.017562, 0.010953
23: 0.024297, 0.021285, 0.019426, 0.011717
24: 0.026884, 0.023341, 0.020518, 0.013340
25: 0.024326, 0.021400, 0.019021, 0.011567
2: 0.026099, 0.023052, 0.021356, 0.012238
3: 0.025392, 0.022233, 0.020777, 0.012266
4: 0.023999, 0.020976, 0.019292, 0.011662
5: 0.025001, 0.021867, 0.019696, 0.012119
6: 0.023825, 0.019952, 0.017929, 0.013021
7: 0.026333, 0.023035, 0.020869, 0.012760
8: 0.026024, 0.022088, 0.019398, 0.013761
9: 0.022311, 0.019514, 0.018433, 0.010816
