0.043575, 0.039118, 0.034864, 0.019198
0.052039, 0.045479, 0.039812, 0.025293
0.034492, 0.030321, 0.026891, 0.016443
0.037452, 0.032895, 0.029279, 0.017904
0.037998, 0.032949, 0.029842, 0.018926
0.041180, 0.034709, 0.029233, 0.022161
0.034717, 0.029330, 0.025349, 0.018574
0.036831, 0.032483, 0.027933, 0.017361
0.033859, 0.028867, 0.025944, 0.017695
0.036934, 0.032947, 0.029601, 0.016691
0.041599, 0.036894, 0.032643, 0.019218
0.036121, 0.032966, 0.031749, 0.014764
0.038826, 0.032577, 0.027799, 0.021123
0.041177, 0.036572, 0.031694, 0.018920
0.039951, 0.034995, 0.032761, 0.019272
0.043419, 0.035831, 0.028967, 0.024523
0.044283, 0.036890, 0.028598, 0.024496
0.039253, 0.034930, 0.031513, 0.017907
0.042434, 0.037079, 0.030781, 0.020636
0.044071, 0.038101, 0.034884, 0.022149
0.032578, 0.028991, 0.027154, 0.014861
0.043922, 0.039751, 0.034141, 0.018682
0.038422, 0.033896, 0.029878, 0.018091

