0.051629, 0.028098, 0.019457, 0.043313
0.060988, 0.027547, 0.017608, 0.054413
0.072543, 0.029990, 0.019890, 0.066053
0.026456, 0.020165, 0.015961, 0.017126
0.051063, 0.025470, 0.018081, 0.044258
0.032960, 0.021725, 0.017030, 0.024788
0.045633, 0.025213, 0.017555, 0.038035
0.036671, 0.022361, 0.016406, 0.029064
0.042054, 0.024729, 0.018117, 0.034015
0.036232, 0.022400, 0.018200, 0.028478
0.031568, 0.020293, 0.014925, 0.024181
0.049144, 0.026197, 0.018844, 0.041579
0.094709, 0.039015, 0.022479, 0.086300
0.091924, 0.074663, 0.070116, 0.053623
0.036264, 0.022530, 0.017439, 0.028416
