10: 0.014874, 0.012950, 0.011730, 0.007317
11: 0.015487, 0.013166, 0.011722, 0.008156
12: 0.015205, 0.013140, 0.012227, 0.007650
13: 0.013755, 0.011858, 0.010680, 0.006972
14: 0.015590, 0.013486, 0.011655, 0.007822
15: 0.015810, 0.013915, 0.012799, 0.007507
16: 0.014330, 0.012529, 0.011556, 0.006955
17: 0.015172, 0.012959, 0.011443, 0.007889
18: 0.014923, 0.012657, 0.010839, 0.007906
19: 0.014817, 0.012491, 0.010810, 0.007970
1: 0.015296, 0.013217, 0.012120, 0.007700
20: 0.014974, 0.012953, 0.011579, 0.007513
21: 0.016128, 0.013904, 0.012364, 0.008171
22: 0.015095, 0.013022, 0.011763, 0.007634
23: 0.015301, 0.012931, 0.011414, 0.008178
24: 0.015520, 0.013679, 0.012751, 0.007332
25: 0.015289, 0.013232, 0.011733, 0.007660
2: 0.015001, 0.013068, 0.011766, 0.007366
3: 0.015082, 0.013181, 0.011711, 0.007330
4: 0.016319, 0.013925, 0.011864, 0.008509
5: 0.014851, 0.012719, 0.011127, 0.007667
6: 0.014621, 0.012608, 0.011232, 0.007404
7: 0.015304, 0.013274, 0.011975, 0.007618
8: 0.014977, 0.012731, 0.011225, 0.007890
9: 0.015743, 0.013430, 0.011887, 0.008214
