0.032250, 0.028829, 0.025980, 0.014454
0.032628, 0.029467, 0.027586, 0.014009
0.030089, 0.027184, 0.024982, 0.012899
0.031337, 0.029325, 0.029067, 0.011048
0.056672, 0.051938, 0.049344, 0.022676
0.030950, 0.028311, 0.028121, 0.012505
0.055736, 0.051494, 0.050470, 0.021327
0.032369, 0.029563, 0.027199, 0.013184
0.038766, 0.034519, 0.033197, 0.017643
0.062475, 0.056905, 0.050872, 0.025785
0.040749, 0.035569, 0.031945, 0.019883
0.046779, 0.043486, 0.042854, 0.017242
0.045738, 0.042750, 0.041858, 0.016260
0.043455, 0.038883, 0.034539, 0.019404
0.068841, 0.064508, 0.061779, 0.024036
0.040398, 0.037122, 0.034985, 0.015936
0.039184, 0.035731, 0.031685, 0.016084
0.031464, 0.028457, 0.029226, 0.013423
0.031615, 0.029077, 0.027958, 0.012411
0.042488, 0.038668, 0.036149, 0.017606
0.035016, 0.031552, 0.029678, 0.015184
