0.006140, 0.005104, 0.004274, 0.003413
0.006281, 0.005194, 0.004356, 0.003532
0.006244, 0.005215, 0.004275, 0.003433
0.005917, 0.004948, 0.003975, 0.003245
0.006023, 0.004962, 0.004076, 0.003415
0.006092, 0.005010, 0.004081, 0.003466
0.005907, 0.004824, 0.004084, 0.003410
0.006260, 0.005322, 0.004572, 0.003296
0.006203, 0.005093, 0.004177, 0.003541
0.006155, 0.005168, 0.004381, 0.003342
0.006108, 0.005045, 0.004060, 0.003443
0.006063, 0.005014, 0.004104, 0.003409
0.006306, 0.005304, 0.004293, 0.003410
0.006204, 0.005194, 0.004269, 0.003392
0.006555, 0.005270, 0.004099, 0.003898
0.006307, 0.005220, 0.004264, 0.003539
0.006239, 0.005201, 0.004382, 0.003445
0.006175, 0.005200, 0.004396, 0.003331
0.005993, 0.004980, 0.003960, 0.003334
0.006201, 0.005206, 0.004436, 0.003368
0.006088, 0.005069, 0.004119, 0.003372
0.006228, 0.005071, 0.004130, 0.003616
0.006249, 0.005218, 0.004294, 0.003440
0.006173, 0.005084, 0.003908, 0.003501
0.005816, 0.004873, 0.004017, 0.003175
