0.063217, 0.042181, 0.026752, 0.047087
0.033616, 0.027249, 0.022191, 0.019686
0.041648, 0.030895, 0.023944, 0.027929
0.041439, 0.032170, 0.026236, 0.026120
0.034007, 0.027641, 0.023300, 0.019809
0.038422, 0.031831, 0.026614, 0.021518
0.041575, 0.032161, 0.024636, 0.026347
0.046672, 0.033093, 0.024710, 0.032910
0.037411, 0.030364, 0.024127, 0.021853
0.049941, 0.036988, 0.028592, 0.033556
0.031692, 0.024882, 0.019708, 0.019628
0.043627, 0.033002, 0.024177, 0.028535
0.034467, 0.026950, 0.022167, 0.021486
0.043069, 0.033682, 0.026868, 0.026841
0.039849, 0.033025, 0.027918, 0.022301
0.039694, 0.031320, 0.024541, 0.024385
0.040151, 0.028308, 0.020091, 0.028474
0.045826, 0.031301, 0.022613, 0.033470
0.038983, 0.030101, 0.024222, 0.024770
0.035129, 0.025846, 0.020223, 0.023792
0.035575, 0.025828, 0.019129, 0.024464
0.041024, 0.029805, 0.023882, 0.028189
0.040472, 0.030773, 0.023643, 0.026287
0.075363, 0.048263, 0.031141, 0.057881
0.051915, 0.040388, 0.033989, 0.032619
